XinV,YinV,RinV,outputphase
8.10629e-006,0.000287773,0.000287773,88.374
1.21594e-005,0.000290157,0.000290634,87.57
2.28883e-005,0.000283482,0.000284435,85.362
2.86103e-005,0.000283482,0.000284912,84.192
2.14578e-005,0.000284912,0.000285627,85.686
2.14578e-006,0.000284435,0.000284435,89.562
1.09673e-005,0.000277521,0.00027776,87.696
1.14442e-005,0.000280144,0.000280382,87.654
1.16826e-005,0.00028372,0.000283958,87.612
1.26362e-005,0.000292303,0.00029278,87.486
1.1921e-005,0.000288965,0.000289204,87.624
1.66894e-005,0.000285627,0.000286104,86.628
1.95504e-005,0.000286104,0.000286819,86.07
2.2173e-005,0.000285389,0.000286104,85.524
2.19346e-005,0.000276329,0.000277283,85.452
1.6451e-005,0.000276091,0.000276806,86.58
1.54973e-005,0.00028372,0.000284197,86.838
1.14442e-005,0.000285389,0.000285627,87.66
9.29838e-006,0.00028825,0.000288488,88.146
1.71663e-005,0.000290873,0.000291349,86.592
1.74047e-005,0.000286581,0.000287296,86.508
2.33651e-005,0.000287296,0.00028825,85.326
1.97889e-005,0.000282528,0.000283243,85.986
1.97889e-005,0.000277044,0.00027776,85.872
1.66894e-005,0.000280621,0.000281097,86.568
1.40668e-005,0.000281097,0.000281336,87.114
1.35899e-005,0.00028515,0.000285627,87.258
1.26362e-005,0.00028968,0.000289919,87.462
1.76431e-005,0.000282766,0.000283243,86.394
1.88352e-005,0.000288727,0.000289442,86.238
1.31131e-005,0.000272276,0.000272753,87.198
2.12194e-005,0.00028372,0.000284435,85.704
2.14578e-005,0.000277998,0.000278952,85.578
1.28747e-005,0.000278952,0.000279428,87.336
9.77522e-006,0.000282289,0.000282528,88.008
9.5368e-006,0.000286343,0.000286581,88.068
1.14442e-005,0.00028968,0.000289919,87.696
1.85968e-005,0.000290396,0.000291111,86.292
2.33651e-005,0.000288012,0.000288965,85.338
2.36036e-005,0.000283005,0.000283958,85.188
1.54973e-005,0.000278713,0.00027919,86.784
1.83583e-005,0.000280621,0.000281097,86.226
1.16826e-005,0.000281813,0.000282051,87.6
1.38283e-005,0.000282766,0.000283005,87.198
8.82155e-006,0.000284912,0.00028515,88.194
1.21594e-005,0.000287535,0.000287773,87.546
1.76431e-005,0.000287058,0.000287535,86.448
2.31267e-005,0.000285389,0.000286343,85.362
2.12194e-005,0.000283243,0.000283958,85.692
2.07425e-005,0.00027776,0.000278475,85.71
1.62126e-005,0.000280144,0.000280621,86.664
1.26362e-005,0.000278236,0.000278475,87.36
1.38283e-005,0.000285627,0.000285866,87.228
1.43052e-005,0.000286343,0.000286581,87.138
2.52725e-005,0.000291826,0.000293018,85.008
2.3842e-005,0.000291588,0.00029278,85.296
2.19346e-005,0.000286343,0.000287296,85.578
1.85968e-005,0.00028515,0.000285866,86.256
1.78815e-005,0.000281336,0.000281813,86.34
1.57357e-005,0.000279667,0.000280144,86.76
9.77522e-006,0.000280621,0.000280621,87.96
1.38283e-005,0.000280621,0.000281097,87.18
2.26499e-005,0.000279428,0.000280382,85.332
2.16962e-005,0.000285389,0.000286104,85.626
2.26499e-005,0.000288965,0.000289919,85.518
1.69278e-005,0.000280621,0.000281097,86.532
1.74047e-005,0.00027919,0.000279667,86.418
1.74047e-005,0.000276806,0.000277283,86.382
1.38283e-005,0.000284912,0.000285389,87.222
9.5368e-006,0.000283958,0.000283958,88.05
1.12057e-005,0.000283958,0.000284197,87.714
2.3842e-005,0.000278952,0.000279905,85.08
2.05041e-005,0.000284674,0.000285389,85.848
1.9312e-005,0.000286343,0.000287058,86.142
2.07425e-005,0.000275852,0.000276806,85.68
2.19346e-005,0.000284912,0.000285866,85.554
1.38283e-005,0.000273468,0.000273945,87.108
1.09673e-005,0.000285627,0.000285627,87.762
9.29838e-006,0.000280144,0.000280382,88.092
1.14442e-005,0.000285627,0.000285627,87.66
1.50204e-005,0.000285627,0.000286104,86.964
2.0981e-005,0.000289204,0.000289919,85.818
2.31267e-005,0.000287296,0.00028825,85.392
2.14578e-005,0.000280144,0.000281097,85.614
1.76431e-005,0.000280621,0.000281097,86.364
1.71663e-005,0.000275137,0.000275614,86.4
1.31131e-005,0.000283958,0.000284435,87.312
1.16826e-005,0.000286819,0.000287058,87.642
1.6451e-005,0.000283958,0.000284435,86.64
1.62126e-005,0.000288727,0.000289204,86.766
1.9312e-005,0.000285627,0.000286343,86.13
2.31267e-005,0.000282051,0.000283005,85.272
2.16962e-005,0.000280621,0.000281336,85.554
2.07425e-005,0.000283482,0.000284435,85.8
1.59742e-005,0.000288727,0.000289204,86.796
8.58313e-006,0.000280621,0.000280859,88.236
8.82155e-006,0.000278952,0.00027919,88.152
1.97889e-005,0.000288012,0.000288727,86.064
1.9312e-005,0.000290634,0.000291111,86.16
2.0981e-005,0.000284912,0.000285866,85.788
1.9312e-005,0.00028372,0.000284435,86.106
2.0981e-005,0.000286104,0.000287058,85.806
1.6451e-005,0.000281097,0.000281813,86.64
1.50204e-005,0.000278952,0.00027919,86.886
1.43052e-005,0.000283482,0.000283958,87.072
1.16826e-005,0.000284435,0.000284674,87.618
9.77522e-006,0.000288965,0.000289204,88.05
1.97889e-005,0.000288012,0.000288727,86.064
1.97889e-005,0.000294449,0.000294926,86.148
2.24115e-005,0.000286581,0.000287535,85.512
2.36036e-005,0.000284197,0.00028515,85.212
1.52589e-005,0.000282289,0.000282766,86.892
1.85968e-005,0.000280144,0.000280859,86.19
1.52589e-005,0.000280144,0.000280621,86.868
1.26362e-005,0.000280144,0.000280382,87.414
1.28747e-005,0.000277998,0.000278475,87.324
1.57357e-005,0.000288488,0.000288965,86.862
1.50204e-005,0.000289919,0.000290157,87.006
2.19346e-005,0.000288488,0.000289442,85.608
1.9312e-005,0.00028825,0.000288965,86.166
2.47956e-005,0.000282766,0.000283958,84.954
2.26499e-005,0.000282289,0.000283243,85.416
2.26499e-005,0.000276091,0.000277283,85.278
1.97889e-005,0.000280144,0.000280621,85.92
1.54973e-005,0.000279428,0.000279905,86.79
1.33515e-005,0.00027919,0.000279428,87.234
1.14442e-005,0.000285389,0.000285627,87.696
1.62126e-005,0.000288012,0.000288488,86.754
2.0981e-005,0.000286104,0.000287058,85.806
2.31267e-005,0.000286819,0.000287773,85.386
2.12194e-005,0.000284912,0.000285866,85.722
1.81199e-005,0.000281813,0.000282289,86.31
2.43188e-005,0.00027776,0.000278713,84.96
1.69278e-005,0.000278952,0.000279428,86.514
1.69278e-005,0.000273945,0.000274422,86.448
1.04905e-005,0.000281097,0.000281097,87.864
2.78951e-005,0.000283243,0.000284435,84.36
1.59742e-005,0.000286819,0.000287296,86.808
1.76431e-005,0.000290873,0.000291349,86.496
1.69278e-005,0.000280382,0.000280859,86.532
1.97889e-005,0.000287296,0.000288012,86.022
1.85968e-005,0.000284912,0.000285627,86.22
1.90736e-005,0.000278952,0.000279428,86.07
2.02657e-005,0.000280144,0.000280621,85.848
1.62126e-005,0.00027776,0.000278236,86.634
1.52589e-005,0.000278236,0.000278713,86.844
1.6451e-005,0.000275614,0.000276091,86.574
1.12057e-005,0.00028825,0.00028825,87.75
1.40668e-005,0.000288727,0.000288965,87.192
1.88352e-005,0.000288012,0.000288727,86.226
2.0981e-005,0.000287773,0.000288488,85.794
2.31267e-005,0.000280144,0.000281097,85.242
2.19346e-005,0.000283005,0.000283958,85.56
